Title,Category,Content
The 17 Most Stylish Celebrity Valentines,Streetwear,"Here at Vogue, there’s nothing we love more than a stylish celebrity couple. Personal style obviously conveys a great deal about the wearer, but a couple’s style gives us a peek into their dynamic. On one end of the spectrum, we have duos like Tom Holland and Zendaya, who are all in on coordination—be it their errands ’fits or their event looks. On the other end is Hailey Bieber and Justin Bieber, who often look as though they got dressed with entirely different briefs. The current reigning champions of celebrity couple style are Rihanna and A$AP Rocky, who never miss an opportunity to flex their fashion muscles. At the 2024 Fashion Awards, Rocky opted for an understated navy Bottega Veneta suit while Rihanna chose a dramatic vintage Christian Lacroix number complete with a feathered hat. And that’s nothing to say of their impeccable date night style, which they regularly flaunt on the streets of New York and Los Angeles. Red carpet couple style is an art form of its very own. At the 2024 Emmys, Saoirse Ronan and Jack Lowden made their red carpet debut as a married couple after secretly tying the knot in July. For their first appearance, Ronan met the moment in a navy blue draped Louis Vuitton two-piece, while Lowden coordinated in a matching navy tuxedo with black lapels. Meanwhile, on the 2024 Met Gala carpet, Queen Latifah and Eboni Nichols made a splash in custom Thom Browne. Happy Valentine’s Day from Vogue! Below, celebrate by revisiting some of our favorite celebrity couples—and their enviable style. Queen Latifah and Eboni Nichols Rami Malek and Emma Corrin Rihanna and A$AP Rocky David and Victoria Beckham Dua Lipa and Callum Turner More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty"
"It’s Time to Update Your Trench Coat, Per Stars Like Rihanna and Hailey Bieber",Streetwear,"Products are independently selected by our editors. We may earn an affiliate commission from links. It’s currently peak coat season, and celebrities are slipping into their best statement outerwear to keep warm. What has been a hit amongst the A-list trendsetters recently? Elegant draped coats and plushy shearlings have been spotted on stars like Kendall Jenner and Ayo Edebiri. But for those in the less-frigid settings, a more lightweight coat has been taking off: Meet the modernized trench coat. At first glances these Rihanna and Hailey Bieber-approved coats may look like your average khaki trenches. But lean in a little closer to notice the details, and you’ll find a bevy of refreshing updates—be it the silhouette, the prints, or the fabrics—that give the trench coat a 2025-worthy feel. Leather trenches, whether in classic black or luxurious chocolate brown, have been one such way to make the wardrobe staple feel current. Rihanna paired hers with fitted snakeskin knee boots, while Anya Taylor-Joy wore a belted style with a chunky turtleneck sweater underneath. Gugu Mbatha-Raw also embraced a statement trench via a checkered Burberry version. If a lightweight cotton or twill treatment is more your speed, celebrities such as Mikey Madison and Monica Barbaro—two awards season darlings this year—have embraced the classic khaki trench in new shapes. With details like extra-slouchy fits or asymmetrical lapels, their reworked coats have just enough visual interest to make them feel new and exciting—without ever going out of style. But that’s the beauty of a trench, isn’t it? No matter if you go for a bold or subtle style, it will forever be a timeless hero piece that you can mix and matched. So, do like the stars and go for one that has some extra pizazz. As Nicki Minaj once said, “who wants to look simple when you could look stunning?” Below, see more modern approaches to the trench coat. Anine Bing Randy trench SSENSE Still Here long trench coat BERGDORF GOODMAN Massimo Dutti trench coat MASSIMO DUTTI The Row Aralia A-line coat NEIMAN MARCUS SSENSE BERGDORF GOODMAN Cos oversized cropped trench coat cape COS Favorite Daughter the Charles crop trench coat SAKS FIFTH AVENUE Chloé layered trench coat NET-A-PORTER MYTHERESA Altuzarra Billie trench coat NET-A-PORTER MYTHERESA Khaite Mallory coat KHAITE Theory oversize trench coat NORDSTROM SAKS FIFTH AVENUE THEORY Mango leather trench coat MANGO Madewell The Signature trench coat MADEWELL Róhe suede wrap coat MYTHERESA SSENSE Nour Hammour Tate everyday suede trench NOUR HAMMOUR FWRD More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty"
The Best Dressed Stars at Spring 2025 Couture Week,High Fashion,"Fashion spectators, rejoice: Couture week has arrived! The spring 2025 haute couture collections have officially kicked off in Paris, with labels such as Schiaparelli and Christian Dior ushering in the first day of shows. Given it is a week focused on showcasing the finest craftsmanship and innovation that ateliers have to offer, it’s no surprise that the affair draws an A-list crowd in the front rows—all of whom match the elevated fashion energy with their own exquisite, elaborate looks. Some of the stylish celebrity sightings seen thus far? At Dior, stars leaned into the polished and elegant wears; Jenna Ortega styled a structured blazer with micro shorts, tights, and leather opera gloves, while Anya Taylor-Joy embraced a strappy fringed dress. At Schiaparelli, Regina King completed her crisp white suit with one of the label’s surreal face bags, while model Kendall Jenner—who walked the runway—emerged post-show in a brown leather blazer coat, complete with a suede Hermès Birkin bag to match. There are plenty more couture shows to come, so be sure to check back on this post, and see all of the A-list action as it unfolds in real time. Below, explore the best dressed stars at couture week. More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty"
Gracie Abrams Is Auditioning to Be the Next Chanel Bride at the 2025 Grammys,Red Carpet,"Gracie Abrams is helping to usher Chanel into its next era. In the interim between Virginie Viard’s departure and the beginning of Matthieu Blazy’s tenure as artistic director, the Chanel atelier has taken up the mantle of designing collections and dressed celebrities. Tonight at the 2025 Grammys, Abrams’s look served as a nod to the house’s past—and a glimpse of its future. Abrams, who is nominated for best pop duo/group performance award for her song “Us,” turned to the French maison for her red carpet look. The Chanel ambassador wore the palest yellow chiffon off-the-shoulder dress, cinched at the waist with a black velvet ribbon and embellished with a satin camellia on her chest. Attached to her dress was a diaphanous chiffon hood that flowed behind her like a bride’s veil. Abrams accessorized with Chanel high jewelry: diamond earrings set in white gold with pearl drops, and white gold and diamond rings from both the high jewelry and fine jewelry collections. The dress, with its chic simplicity, camellia appliqué, and black velvet detail, felt reminiscent of Karl Lagerfeld’s Chanel—and is certain to pique the interest of fashion fans curious to see where the house goes next. See every look from the 2025 Grammys red carpet here: See Every Look from the 2025 Grammys Red Carpet See the Full List of 2025 Grammy Award Winners The Best Dressed Stars at the 2025 Grammys Taylor! Sabrina! Chappell! The Best Photos From Inside the 2025 Grammy Awards How to Rewatch the 2025 Grammy Awards The Very Best Social Reactions to the 2025 Grammy Awards More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty"
The Best Dressed Stars at the 2025 Critics Choice Awards,Red Carpet,"After facing multiple delays due to the devastating Los Angeles wildfires, the 2025 Critics Choice Awards are finally underway in Santa Monica, California, hosted by Chelsea Handler for the third consecutive year. It’s no surprise that this year’s Critics Choice Awards, held at the Santa Monica Airport’s Barker Hangar—not far from the site of the Palisades Fire—were a relatively toned-down affair. (The E! red carpet pre-show was canceled ahead of the ceremony.) Matching the mood of the evening, many guests opted to wear darker and neutral tones—though that didn’t preclude them from dynamic fashion moments. Just take Demi Moore in navy strapless Schiaparelli, or Monica Barbaro in an ab-baring black Prada two-piece. There were plenty of colorful looks on the red carpet too, however. The Industry cast showed off high-octane looks, with leading ladies Myha’la and Marisa Abela in a sheer blue floral halter-neck and a rich maroon velvey Dior dress, respectively. (Their co-star Sagar Radia joined them in a pale pink suit.) Elsewhere on the carpet, Emilia Pérez nominee Zoe Saldaña opted for a cherry Saint Laurent, while Shōgun’s Moeka Hoshi also embraced the bold hue in Louis Vuitton. Other stars cast a wider net with their fashion, from Nicole Kidman’s structured suiting to Cynthia Erivo’s sequined peplum. Below, see Vogue’s picks for best dressed at the 2025 Critics Choice Awards. Colman Domingo in Boss and Tiffany & Co. jewelry Is this your favorite look? Zoe Saldaña in Saint Laurent and Cartier jewelry Is this your favorite look? Myha’la Is this your favorite look? Demi Moore in Schiaparelli and Tiffany & Co. jewelry Is this your favorite look? Margaret Qualley in Chanel couture Is this your favorite look? More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty"
Taylor Swift’s Red Hot Grammys Jewelry Hints at Her Devotion (and Maybe Reputation),Red Carpet,"Tonight, Taylor Swift attended the 2025 Grammys in a one-shouldered ruched mini dress by Vivienne Westwood—in a very intentional shade of Chiefs red, of course. But the outfit also came with a surprising accessory: a piece of thigh jewelry by Lorraine Schwartz with a single charm letter reading: “T.” Speaking in terms of Eras—because this is Swift, of course—I haven’t quite been able to pinpoint the current Era she’s dressing for. What I do know is that I’ve always considered myself more of a 1989 kind of girl… until tonight. First things first: Yes, this could be a “T” for Taylor—obviously I’m a feminist, and I thought of that too—but we know that Swift likes to wear the initials of her partners. In “Call It What You Want,” from her Reputation album, Swift sang: “I want to wear his initial on a chain round my neck not because he owns me but ’cos he really knows me, which is more than they can say.” So I’m going to suspend belief for a moment and imagine that the “T” stands for Travis (Kelce, duh) and that Taylor’s message is twofold: Offering a nod to her passionate romance with Kelce while also hinting that Reputation, Taylor’s Version is indeed coming soon. The relationship is hot—I mean, have you seen the photos of them kissing after he wins games?—and she wants them to know she’s devoted. And I have to say, I am obsessed. As a girl who wears a Hart charm necklace with the letter “R” hanging between my breasts like I’m Anne Boleyn (my partner’s name is Ramiro), I love devotion jewelry. So I guess it’s time for me to step up my game—calling Lorraine Schwartz asap. See every look from the 2025 Grammys red carpet here: See Every Look from the 2025 Grammys Red Carpet See the Full List of 2025 Grammy Award Winners The Best Dressed Stars at the 2025 Grammys Taylor! Sabrina! Chappell! The Best Photos From Inside the 2025 Grammy Awards How to Rewatch the 2025 Grammy Awards The Very Best Social Reactions to the 2025 Grammy Awards More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty"
Angelina Jolie Brought a Boho Twist to the Naked Dress Trend at the 2025 Critics Choice Awards,Red Carpet,"Angelina Jolie has her fashion formula down for red carpets. Across the promo for her film Maria, the actor has stepped out in elegant and minimalist dresses, finding comfort in neutral colors and ethereal silhouettes. Attending last night’s Critics Choice Awards 2025, Jolie was nominated in the best actress category. Her look brought her own understated take on the ever-enduring naked dress trend. Angelina Jolie at the Critics Choice Awards 2025 in an Elie Saab dress. For the event, Jolie opted for her signature style of simple elegance with a boho touch, wearing a sheer beige lace dress with relaxed sleeves and V-neckline from Elie Saab’s spring 2025 collection. She kept her hands and neck bare, wearing only barely there drop earrings. For her glam, she kept it to pops of red, with cherry red lips and nail polish. Her hair continued the boho vibe, blonde with darker roots that gave it dimension, and long feathery, ’70s bangs. Jolie was up in the same category as Wicked’s Cynthia Erivo, Demi Moore for The Substance, Karla Sofía Gascón for Emilia Pérez, Marianne Jean-Baptiste for Hard Truths, and Anora’s Mikey Madison. Moore took the win for the night, wearing full Schiaparelli. Throughout her press tour for the Pablo Larrain film, Jolie has turned out in multiple chic ensembles. Always elegant, whether she’s in a vintage gown with no label or a sleek three-piece suit. More recently at the Santa Barbara International Film Festival, she showed her continued love of the slinky A-lister dress, wearing a champagne-colored silk floor-length dress with a draped white blazer. Boho chic, slinky megastar ensembles, naked dressing—Angelina Jolie’s long cultivated red carpet looks remain unmatched. More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty"
Jennifer Lawrence Adds a Modern Classic to Her Maternity Wardrobe,Streetwear,"Somehow, it’s still coat season. Dressing for warmth and style is no mean feat, as all those who navigated freezing temperatures and sleet-soaked streets at New York Fashion Week will know, but Jennifer Lawrence, for one, has cracked the code. The actor, who is expecting her second child, stepped out in a leopard-print coat from By Malene Birger that channels ’60s mod energy with a 2025 flair. Considered a neutral by those in the know, a leopard coat is the ultimate winter wardrobe staple. J Law paired hers with The Row’s ludicrously capacious Park Tote and a pair of oversized tortoiseshell sunglasses: a masterclass in incognito chic. A fashion week favorite, the leopard-print coat has made a roaring comeback, this time in iterations that feel more timeless than trend-driven (lest we forget the 2014 Topshop coat that did the rounds). Gone are the fast-fashion versions of the past, this season’s take is all about refined silhouettes and grown-up fabrics. So, while a New York winter may be relentless, Jennifer proves that a statement coat is all you need to keep things fun when it’s freezing. More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty"
How Sonam Kapoor Gets Ready For a Dior Couture Show,High Fashion," Paris Couture Week has been filled with A-listers, and the Dior spring 2025 show was particularly star-studded. In attendance were Jenna Ortega and Anya Taylor-Joy, as well as Sonam Kapoor, who allowed Vogue to document her getting-ready process in a new video. “Today’s show is very special to me,” the actor said as she began the glam process. “The artwork, which serves as the backdrop to the show, was done by Rithika Merchant; I was so inspired by her that I commissioned a special artwork when my son was born.” Kapoor and Dior share a long history. As a muse to the house for years, Kapoor remembers the first day she began working with the French house. “Dior and I have had an associations since I was 22 years old, for my film Aisha,” says Kapoor. “Dior lent me all these amazing looks and the Lady Dior bag.” It was only natural, then, that Kapoor turn out for the label’s latest couture presentation. Besides, she can’t get enough of the City of Light either. “I love Paris, it’s such a nice place to be if you’re an artist,” she says. “I love to go to the museums. My favorite is the d’Orsay. I always get inspired, and every time I go there, I feel different.” After finishing hair and makeup, and taking a quick break to order room service—French fries, naturally!—Kapoor was ready to slip into her showtime look. The Indian star is styled by her sister, Rhea Kapoor, and together, they landed on a classic look including a netted black dress and faux fur coat.  “It’s draped really wonderfully,” Kapoor said of the dress. “It reminds me of an Indian outfit, but it’s not. It’s sexy, and very sporty and cool at the same time.”  The Kapoor sisters punctuated the look with traditional Indian accessories, such as Sahara earrings and black gajra hair flowers. When it comes to finding those perfect red carpet looks, both Rhea and Sonam agree: Their mother, a former model and fashion designer, serves as their forever style inspiration. “Sonam’s personal style has always been exuberant and joyful,” says Rhea. “She really has an appreciation for everything that goes into making a moment; I think that came from my mom.” Above, watch Kapoor’s full getting-ready video. Director: Tim JarossonDirector of Photography: Tanguy MassonEditor: Michael SuyedaProducer: Chase LewisProducer, On Set: Amaury DelcambreAssociate Producer: Lea DonenbergAudio: Hubert Rey-GrangeProduction Assistant: Pauline SarlandeStylist: Rhea KapoorMake-up Artist: Arti NayarHairstylist: Stephan LancienProduction Coordinator: Ava Kashar, Meryl MarcianoProduction Managers: David Alvarez Paz, Natasha Soto-AlborsSenior Director, Production Management: Jessica SchierAssistant Editor: Andy MorellPost Production Coordinator: Holly FrewSupervising Editor: Erica DeLeoPost Production Supervisor: Alexa DeutschDirector, Post Production: Nicholas AscanioGlobal Entertainment Director: Sergio KletnoySenior Talent Manager: Mica MedoffDirector, Content Production: Rahel GebreyesSenior Director, Digital Video: Romy van den BroekeSenior Director, Programming: Linda GittlesonVP, Video Programming: Thespena GuatieriFilmed on Location: Le Bristol Paris More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty"
It’s Berlin Fashion Week!—The Best Street Style Photos From the Fall 2025 Shows,High Fashion,"Head-to-toe black and sickeningly cool looks can only mean one thing—Berlin Fashion Week is back. This season, Berliners are trying on an American classic, the Harley Davidson motorcycle jacket, and also borrowing some trends from the menswear shows, including wearing opulent and luxe fur coats (faux presumably). Scroll through as we photograph the best-dressed guests at the fall 2025 shows in Berlin. More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty"
Kendall Jenner Road Tests the Latest Trends In Her Model-Off-Duty Style,Streetwear,"Products are independently selected by our editors. We may earn an affiliate commission from links. Couture week demands only the finest fashions and Kendall Jenner came ready to deliver. The model jetted to Paris to close out Daniel Roseberry’s Schiaparelli spring 2025 couture show in an opulent corseted gown. But off the runway, Jenner used her model-off-duty style to try out the latest trends. The night before the Schiaparelli show, Jenner embraced the latest emphasis on menswear, joining the likes of Hailey Bieber, Ayo Edebiri, and Mikey Madison in the new necktie craze. The model leaned into power clashing in Bottega Veneta, wearing a black and yellow striped button-up with a matching tie, underneath a plaid, double-breasted jacket with a cinched waist and wide sleeves. Jenner finished off the businesslike look with black trousers, loafers with white socks, and black sunglasses. Kendall Jenner in Paris, January 26 The following day, post-catwalk, Jenner tried out a different trend: double collars. Layered lapels have been all over the runway from Rabanne to The Row. A devoted fan to the latter, Jenner swapped her Schiaparelli couture for a lambskin leather blazer, which she wore over a plain white tee and black pants. Ever on-trend, she accessorized with a brown suede Hermès Kelly. Bottega Veneta structured check cotton jacket BOTTEGA VENETA Bottega Veneta pleated wool-twill pants NET-A-PORTER Bottega Veneta diagonal printed leather stripe tie BOTTEGA VENETA Bottega Veneta striped poplin shirt BOTTEGA VENETA NET-A-PORTER Later in the day, she returned to businesswear—albeit a much more ladylike approach—in a vintage Alberta Feretti skirtsuit. Jenner embraced the ladies who lunch vibe, pairing the gray wool suit, with its defined waist and midi skirt, with black leather gloves, Bottega Veneta mules, and an oxblood purse from The Row. Leaving Schipalarelli couture, January 27 Kendall Jenner in Paris, January 27. Whether she’s embracing vintage suiting or current season pieces, Kendall Jenner is making all of the latest trends work for her sense of style. The Row Lysandre leather jacket BERGDORF GOODMAN NEIMAN MARCUS THE ROW The Row Encore wool straight-leg pants NET-A-PORTER Aeyde Sofie nappa leather black boots SHOPBOP NET-A-PORTER NORDSTROM Brilliant Earth baroque pearl hoop earrings BRILLIANT EARTH The Row Amazon textured-leather clutch FWRD Prada double breasted tailored wool jacket BERGDORF GOODMAN Prada Mermaid wool midi skirt BERGDORF GOODMAN MODA OPERANDI St. Agni leather mules NET-A-PORTER Jennifer Lawrence Adds Dad Shoes to Her Maternity Wardrobe Why Does Everyone Have a Belted Bag Now? Kim Kardashian’s Dress Is More Skin and Mesh Than Actual Dress What Is the Difference Between Bootcut and Flare Jeans? Sign up for Vogue Shopping to receive the insider’s guide to what to shop and how to wear it Listen to The Run-Through with Vogue, a weekly podcast featuring the most exciting stories and hot takes from the worlds of culture, politics, sports and–of course–fashion Never miss a Vogue moment and get unlimited digital access for just $2 $1 per month. The Vogue Runway app has expanded! Update to the latest version to see all Vogue content, as well as new features like our Runway Genius quiz, Group Chats, and posts from Vogue contributors. More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty"
"Happy Birthday, Tyla! Revisit Her Naughties Pop Star Style",Streetwear,"Tyla may not have been alive during the original Y2K era, but she is more than capable of reviving the trend. While the “Water” singer is known for her distinctive South African-inspired sound, she has also honed a singular fashion sense. The singer’s style can be defined, first and foremost, by its sexiness. Tyla has simply never met a cutout, animal print, or thigh-high slit she didn’t like. She’s quickly become a muse for designers, like with the Balmain sand sculpture (made of actual sand) she wore to the 2024 Met Gala or the mint green crystal netted Atelier Versace number she wore to her first Grammys—where she took home the award for Best African Music Performance. But she’s also become a serious player in the vintage game, too. At the 2024 CFDA Awards, Tyla mixed old and new, wearing a black lace minidress from Tom Ford’s spring 1996 collection for Gucci with a pair of brat green hotpants underneath. And for the 2024 BET Awards, she wore a fall 2004 Versace dress that ticked all of her boxes: the black floor-length gown featured a hip-high slit, plunging cutout, and yellow animal print train. While she tends to stay away from direct references with her naughties style, Tyla did pay homage to Aaliyah with the blue tiger-striped Roberto Cavalli dress she wore to the MTV EMAs from the designer’s fall 2000 collection. In honor of Tyla’s birthday, take a look back at some of the singer’s best looks to date. At the Jacquemus fall 2025 show. In Balmain at the 2024 Met Gala. Performing in custom Michelle Hébert in Times Square on New Year’s Eve. In Louis Vuitton at the Prelude to the 2024 Paris Olympics. In spring 1996 Gucci at the 2024 CFDA Awards. More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty"
"Kid-Tested, Vogue-Approved: Playtime With Spring’s Most Whimsical Accessories",Sustainable Fashion,"“Can you say ‘Hi, Vogue’ to the camera?” Eita, 3, looked at Lucy Dolan-Zalaznick, from Vogue’s social team, with bewilderment. “Who is Vogue? I don’t know them.” This may have been true for many of the toddler models who arrived at Studio 5 on the 24th floor of the World Trade Center last week, but within an hour of the shoot, they all knew exactly who Vogue was: an Oz-like benefactor providing toys and playspace on a chilly winter Friday. When the Vogue fashion editors returned from Europe in October, one of the resounding takeaways from the spring 2025 shows was a wide embrace of the childlike and playful, from the animal beanbag seating at Bottega Veneta (I was partial to the otter) to Coperni’s Euro Disneyland spectacular. As a parent of two toddlers who live and breathe Richard Scarry, I found Matthieu Blazy’s giant intrecciato leatherbound Biggest Word Book Ever to cause a rare moment of fashion awe. Elsewhere, Alessandro Michele gave models kitty cat purses at his first Valentino show; Moschino showcased hand-scribbled bags and shoes; and models at Coach hugged oversized leather teddy bear clutches and had toy taxi cabs affixed to their sneakers. With designers so intent on leaning into childlike whimsy, we thought: Who better to take them up on their creations than actual children? The offspring of various Vogue staffers were called to duty. Calliope, 2, is pleased with a Bottega Veneta bag. “You can’t wear that hat, can you?” photographer Jeff Henrikson challenged Henry, 2, using the oldest trick in the book. Henry quickly insisted he could indeed wear the voluminous Marni topper. With reference boards creating six scenarios, from “adventure playtime” to “dress-up tea party,” Henrikson, himself a father to two toddlers, was a deft handler of tiny people with outsize egos. Eve, 2, absolutely refused to wear anything but the Simone Rocha crocs–which were not on her board! Instead, she demanded two purses, “all the jewelry,” and “Elsa sunglasses,” which were in fact vintage Miu Miu. Henry, 2, wears a Marni hat while pondering a fruit surprise ball from Bonjour Fete. Many of these Vogue youth happen to be friends off-set: Henry and Eve, who have spent weekends together, shuffled towards each other for a cozy greeting; and Agnes, 5, gave Eita a big “hello.” Meanwhile, overwhelmed by the number of onlookers, Calliope, 2, requested a closed set and insisted on a pink or purple purse, but was forced to settle for Bottega Veneta’s hand-appliquéd Andiamo bag. And Alice, who had a hard out for her early dinner time, kept announcing it was time to go home while holding cobalt fringed Ferragamo heels to her face like a hangry Munch’s The Scream. Alice, 2, considers her own art while examining a Moschino bag. Nearing her hard out with Ferragamo shoes. Agnes took the assignment the most seriously, arriving directly from school and announcing that she was pleased with the bejeweled Simone Rocha platform crocs but had feedback about the Valentino kitty clutch: “Too heavy.” Eita also seemed to understand the gravity of the situation, removing his shoes and putting on clean socks to stand on top of Bottega Veneta’s $10,000 ladybug bean bag. He was, however, more starstruck to meet Corduroy the Bear and Lowly Worm. Grant, 6, also showed up after school and was very proud of his handstand skills, but fortunately held back while wearing Loewe’s clown brogues, with their rather dangerously elongated toe box. And Khalin, 2, arrived roaring—lion in hand—and raring to go, very glad to play with a Noah’s Ark line of Schleich animal figurines while wearing a crimson Marni hat. Happily, no one was overheard declaring that they wouldn’t leave naptime for less than $10,000. Coach shoes and animal entourage. Grant, 6, has big shoes to fill—Loewe ones. Loewe puzzle bag surrounded by its namesake. Eve, 2, asked for “all the necklaces” and draped herself in Swarovski ones. Coach backpack. Khalin, 2, surrounded by a menagerie of Schleich wild life and dinosaurs, wears a Marni hat. Eita, 3, and friends. Bottega Veneta beanbag chair. Babar, Frog & Toad, Paddington Bear classic soft toys by YOTTOY. IKEA stuffed animals and flower cushion. Agnes, 5, enjoys tea time wearing Simone Rocha shoes and a Valentino hat and bag. IKEA stool and flower cushions. More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty"
Hailey Bieber Makes the Mommy Bag Chic,Streetwear,"Hailey and Justin Bieber have spent much of the start of 2025 in New York, following a holiday season in Aspen. The Biebers made a rare appearance with their infant son Jack, and Hailey had the perfect mom bag to make both a chic and sensible night out with the family. Yesterday (January 31) on a chilly evening on the Upper East Side, the Rhode founder stepped out in a monochromatic black outfit, wearing a cropped black faux fur coat, black tailored pants, and pointed black boots. She wore sunglasses, her brown hair long and likely her latest product, the Rhode Peptide Lip Shape. Aside from her oval-cut wedding ring, vintage Piaget watch, and stylish Doona stroller for her five-month-old, Hailey Bieber’s main accessory of choice was a capacious black shoulder bag. As the trend of handbag shapes hath swung once again into the big and bold territory, Bieber has been shouldering larger bags from Bottega Veneta, Saint Laurent, and even a Mrs Bieber-embroidered LL Bean tote. This time, she opted for The Row’s New Bindle leather bag: Its triangle silhouette and single draped handle make it roomy and comfortable, able to hold as many lip tints or baby formula as one may require. It’s been eight years since Bieber showed British Vogue what’s in her bag—we’re due a round two. Jennifer Lawrence Adds Dad Shoes to Her Maternity Wardrobe Why Does Everyone Have a Belted Bag Now? Kim Kardashian’s Dress Is More Skin and Mesh Than Actual Dress What Is the Difference Between Bootcut and Flare Jeans? Sign up for Vogue Shopping to receive the insider’s guide to what to shop and how to wear it Listen to The Run-Through with Vogue, a weekly podcast featuring the most exciting stories and hot takes from the worlds of culture, politics, sports and–of course–fashion Never miss a Vogue moment and get unlimited digital access for just $2 $1 per month. The Vogue Runway app has expanded! Update to the latest version to see all Vogue content, as well as new features like our Runway Genius quiz, Group Chats, and posts from Vogue contributors. More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty"
